text,positive_score,negative_score,neutral_score
You need a knowledgeable guide or a detailed guidebook (not sure if they exist in English).,0.08926082,0.08480439,0.82593477
we were on a half day tour with Hue Private cars- our driver stopped inside the gate and said come back in one hour!,0.09526883,0.045185033,0.8595461
No map or idea of where we should go in this enormous place it was a bit daunting.,0.019231485,0.6535839,0.32718468
Decided on a cyclo ride instead and negotiated a price with two men.,0.06738756,0.08041065,0.8522019
We seemed to spend most of the time being driven around the 'living' area altho we saw several temples and the bonsai gardens we had trouble getting them to go back to where we had started(easy to get lost!!!),0.10439995,0.3948817,0.50071836
and after 1 1/2 hours they dropped us well away and demanded more money.,0.01112351,0.7993037,0.18957272
Shame as it left a bad taste.,0.008914168,0.9039646,0.0871212
Better to organise with someone beforehand so you get whet you want and see what you want!,0.4420806,0.021073088,0.53684634
!,0.6894295,0.038151965,0.27241853
"Really in formative but needs some renovation work
Staff not overly interested just got on with doing their job",0.07566418,0.2944112,0.62992465
This is a must see.,0.9549158,0.006320872,0.038763337
"We were very impressed, there is lots to see, and you vold spend one whole day or more to.explore everything.",0.9864119,0.002796198,0.010791878
It is an essential plac to understand more of the history of this stunning country.,0.81304127,0.009768924,0.17718977
The only regret I have is that we did a full on day seeing dozens of things around Hue and we couldnt dedicate the full attention this place deserves.,0.028109087,0.78580934,0.18608162
Will be back next time.,0.55422497,0.017511683,0.42826334
I wonder what reviewers that don't give 4 or 5 stars expect.,0.0130273495,0.69075,0.29622266
"Still a lot to go through with the restorations, yes, but... remember that a terrible war happened here...",0.0076408694,0.87423396,0.118125185
A very peaceful historical attraction to visit in Hue.,0.9687618,0.002711995,0.02852624
The architecture is interesting as is the artefacts on display.,0.9539166,0.003564264,0.042519107
"We found the large information boards helpful ( written in Vietnamese, English and French ) explaining the day to day life of the emperors and their families.",0.83749604,0.003590772,0.15891318
"The video, with English sub titles was also helpful.",0.9465499,0.0034192088,0.050030943
"We spent about 3 hours there, sufficient time to view.",0.34795633,0.006823526,0.64522016
"It would have been helpful if we were given / opportunity to purchase, a simple guide leaflet, in English, just to use as we wandered through the buildings.",0.16541955,0.04805686,0.7865236
We were dismayed by the cost of bottle of water.,0.021902055,0.7243823,0.2537157
Remember to bring your own!,0.42533508,0.01872172,0.5559432
Toilets were clean and western style!,0.68001366,0.019064318,0.30092204
Being keen photographers we really enjoyed the citadel.,0.9775547,0.0030960117,0.019349312
the architecture inside and out is amazing.,0.97547066,0.0064176777,0.018111618
Put some time aside to really enjoy it.,0.84406394,0.009656764,0.14627934
"The citadel is big, but nothing in it is terribly impressive on a standalone basis.",0.025682595,0.83114535,0.14317206
"There are a good number of signs and a 10 minute video at the entrance, but I think a guide would have been helpful.",0.4283908,0.026377203,0.545232
"Keep in mind much of this was restored in the late 1800's and early 1900's and nothing is more than 200 years old, so this is not some Angkor-type ancient ruin.",0.05849918,0.20098034,0.7405205
"There are some nice temples though, some interesting, large cauldrons, etc.",0.9145007,0.008550732,0.076948516
"The museum inside the Forbidden City has some context too, telling the story of the Nguyen dynasty emperors.",0.14195164,0.006770727,0.85127765
"If you've been to a lot of Asian ruins and temples, then there's no need to see this or make it a destination.",0.02722221,0.6012275,0.37155026
"If you're passing through Hue, it's worth a stop.",0.63968134,0.010020464,0.35029823
"If you have the energy, try to see the tombs in the same day rather than spending all day here.",0.23057634,0.07974672,0.68967694
"Although quite a lot of buildings destroyed by the war, there is steady restoration work which is looking good.",0.55718225,0.08178331,0.36103448
In its day this must have been awesome.,0.932414,0.012545297,0.05504065
"Entrance fee of 105000d, remember to dress respectfully and take plenty of drinking water.",0.40516424,0.024869557,0.56996626
Takes a good half day to see all.,0.64965075,0.0140009355,0.33634833
A trishaw ride back to the city is an adventure.,0.6657189,0.007418253,0.32686287
"Much of the forbidden city was destroyed by war, so the architecture isn't the main reason to go here.",0.010223722,0.7983469,0.19142947
"But there are interesting photos, posters, etc with information on it that will help you understand the Nguyen Dynasty period if you have the time.",0.8150556,0.005300869,0.17964345
Allow at least 3-4 hours.,0.14254126,0.018244347,0.8392144
We hired a driver to take us from Hoi An to Hue for the day of sightseeing.,0.13495348,0.0036088037,0.8614377
"It was a long trip, but well worth it.",0.97285694,0.005047832,0.022095261
This is a beautiful city that should not be missed.,0.9822113,0.00483655,0.012952175
It is a day long trip.,0.13831383,0.058118783,0.8035674
There is not anywhere to eat in the city so plan accordingly.,0.052091498,0.46316588,0.48474264
There is a place there where you can dress up like the emperor and wife and get your picture taken on the throne.,0.15640125,0.021187982,0.82241076
Very fun.,0.95639485,0.0077569783,0.035848238
We used our camera and got many pictures,0.47001413,0.010385371,0.5196005
In comparison with the hassle and bussle of SE Asia this was an oasis of tranquility.,0.7102251,0.045906153,0.24386872
Easily walked to from Eldora Hotel and an enjoyable morning wandering around.,0.955186,0.0026083337,0.042205624
"This was little like the Forbidden City in Beijing, smaller and less restored.",0.037854385,0.28801548,0.67413014
It was seriously damaged by bombs in the Vietnamese Wars.,0.008155672,0.87628704,0.11555733
The part restored is very good.,0.9524732,0.006849186,0.04067754
What was particularly fun was dressing up as an emperor and sitting on his throne and carry cart.,0.9184832,0.004146602,0.07737019
"We had a great day touring the Citadel, The complex is massive so take your time and immerse yourself in the history and events that have happened here over time.",0.9819536,0.0022663996,0.015779912
"Easy to navigate, no one bothering you trying to sell stuff.",0.39120793,0.13197173,0.47682035
Very informative video presentation.,0.9700394,0.0055296905,0.02443084
Some restoration has been done and some underway - nice easy morning out,0.93602747,0.0035783474,0.06039416
"this is a place not to be rushed, each area is well defined and sigh posted, we found most of the ""tours"" that were bookable only allowed an hour to see this amazing building, we went on our own, and spent 4 hrs walking round, so much to see and enjoy",0.9685203,0.0038925775,0.027587155
Good to see the dynasty.,0.9595327,0.0039137094,0.036553655
Travellers can decide to buy entrance ticket which includes a tourguide.,0.08325605,0.0110335,0.90571046
The tourguide will walk around with group & tell lots of stories about the king & his life.,0.24611984,0.009850533,0.7440297
Stories are interesting.,0.714181,0.012734402,0.2730846
Travellers can walk around to take pictures as they want to.,0.24699345,0.01977626,0.73323023
"While its not truly ancient, there have been some vicious battles fought in it with modern weapons.",0.036039904,0.5063509,0.45760924
Some either escaped damafe or are being repaired.,0.0668598,0.12247359,0.8106666
"Given this is a 19th century complex, it is amazing to think it was built in such a way, that ancient Chinese Emperor's would have approved of.",0.7140663,0.032097697,0.25383598
"Some areas have been left as they were, for now, and you can see the battle damage.",0.0180297,0.41016832,0.57180196
"This a very busy area, so go early and get a guide, without whom you'll not really understand the complexities!",0.092160024,0.3108749,0.5969651
This was a huge complex and on a very hot afternoon quite exhausting but there were little refreshment carts hidden away that were very welcome to encounter.,0.4646727,0.16835831,0.3669689
"The Citadel its self has a lot of interesting facts :), I suggest you to spend a whole day or a half day tour day to slowly learn about interesting there.",0.9456152,0.0029823196,0.051402558
"Definitely a must visit place...restorations are still ongoing, but considering how intensive this place was bombed during the war, very impressive...do not miss it!",0.96476316,0.009675435,0.025561342
"There is an exit all the way in the back, saves a long walk back to the front (unless your bus or group is waiting at the front of course)...entrance fee is 105.000 dong",0.22055148,0.0153493015,0.7640992
"Go early, before it is too hot.",0.18455867,0.07983165,0.7356097
The scale of this Cham site is huge.,0.282805,0.23429276,0.48290232
"Parts have been destroyed in the various wars but the 3 sets of walls, leading to the Forbidden City let you feel what it must have been like when it was a working palace.",0.06378059,0.33309883,0.6031205
Drink lots of water.,0.412272,0.0554491,0.5322789
"If you have not seen the Forbidden city then you will be very impressed here, very similar only smaller",0.9099595,0.0066195973,0.08342095
Well woth a couple of hours if you are interested in history.,0.38616768,0.009811106,0.6040212
It's a work in progress as they are constantly renovating.,0.14434515,0.028924506,0.8267304
Can be a little difficult to find the entrance to the actual palace as its within the citadel walls.,0.033790804,0.18192042,0.7842888
Suggest entering the citadel via the main entrance (head for the flag) and the entrance to the palace can be seen from there.,0.08804012,0.008727337,0.90323246
The cyclo drivers tried to tell us it was closed for dinner like the museum - it wasn't and opens all day.,0.03439529,0.4139311,0.5516736
There are places to buy drinks and ice creams inside.,0.08263249,0.04287148,0.874496
The signs aren't very clear so recommend taking a map.,0.019657223,0.55056405,0.42977872
The big citadel with the surrounding walls is very impressive.,0.9643172,0.00410854,0.031574246
"Many of the building were destroyed during the American war, on other building you can still find the bullet holes.",0.007546727,0.864759,0.12769423
Great work of restorartion has started and there is a very long way to continue.,0.96788365,0.004632827,0.02748356
You can easily see the splendour and the remains of very decicate and rich decorations and th ebuilding style.,0.8575912,0.0063456995,0.13606316
Wow!,0.8988041,0.015140057,0.086055785
We weren't expecting quite such an impressive scene.,0.26984036,0.3406279,0.38953173
It was very quiet when we went thankfully.,0.87258065,0.011686293,0.115733065
A rival to Beijings Forbidden City but on a smaller scale.,0.10702291,0.0554343,0.83754283
Arrived by rickshaw with our guide.,0.14386185,0.0057971985,0.850341
Great fun.,0.9677453,0.006411191,0.025843438
A must in Hue.,0.5767417,0.029736472,0.3935218
"Very interesting visit, took a guide, not only did we learn a lot about the imperial city, he was able to answer many questions about Vietnam in general.",0.97425145,0.0030227075,0.022725852
Such a shame so much of the city was lost to French bombing but hopefully they continue with their restoration work.,0.017627234,0.83420783,0.14816491
This is a very large compound and many of the original buildings were destroyed.,0.0056900564,0.90104026,0.093269736
You can still see bullet holes in some of the walls.,0.013286752,0.7811534,0.20555986
"Some parts have been beautifully restored, some gates are old and lovely.",0.92188835,0.01133456,0.066777036
Some almost looked like paintings.,0.19028749,0.1625352,0.64717734
Worth a visit-recommend researching the history before hand,0.87696767,0.0060334294,0.11699887
Though much of the buildings have been rebuilt since the 'American War' destroyed a lot of the Citadel the original buildings are extra ordinary and the restoration on the others has been sympathetically carried out.,0.09559138,0.21553369,0.6888749
It wasn't too busy when we went so was a comfortable and informative trip.,0.9500556,0.004354536,0.04558989
It is OK but not as great as in Bagan in Myanmar or the statues in Anchor.,0.014334114,0.7498888,0.23577711
No comparison.,0.100773506,0.2664986,0.6327279
I was a bit disappointed,0.018091645,0.7614499,0.2204584
it's a large place and it would help if you had a guide book in hand.,0.2807995,0.03496652,0.684234
large parts of it are being restored but its a must-see in Hue,0.82459515,0.015010308,0.16039458
The first time I come to the Hue Imperial City.Everything is good but not cheap.I take a lot of photos.It is very interesting,0.9710217,0.0054336707,0.023544576
"The Citadel, and the tombs of its Emperors, are about the oldest and best preserved history you will find in Vietnam.",0.78605145,0.00789514,0.20605342
Only finished in 1833 and unoccupied since the last Emperor resigned in 1945 it is still largely demolished due to the USA's sterling efforts to flatten it in 1968.,0.008651116,0.71779877,0.27355006
The introductory video is pretty basic and the information around the individual areas not very good but there is still enough to see and read to give an idea of what imperial life must have been like.,0.03161152,0.39920166,0.56918675
The one decent set of information boards with accompanying pictures in the first hall you get to after the entrance is worth spending some time over in order to set it in context.,0.43015236,0.017420756,0.5524269
There is also a reconstruction of what it looked like in its prime in the adjacent balcony area.,0.10153147,0.013262231,0.8852063
The site is quite large and easy to lose your way in so take a map of it to find your way around.,0.20983945,0.084962875,0.7051977
Allow 4 hours including stops.,0.12771122,0.016110118,0.85617864
We spent half of a day to walk around this huge palace but still didnt cover all due to hot weather.,0.035706818,0.6526226,0.3116706
"Its worthy a visit, they offer some king/queen clothes rental for your photographs that seems a great way to keep memories.",0.95660174,0.0026478984,0.040750414
The heritage and scope of this place is amazing.,0.9783653,0.0060597635,0.015574855
Top points: Get a guide if u can as there is lots to see and understand Get the combination ticket which includes the two best tombs.,0.9368879,0.002630331,0.060481768
"A must do in Hue, the palace was badly destroyed during the Vietnam war and UNESCO is helping to rebuild it, but to me keeping as it is would be amazing as you can get the feeling of how the history developed involving the different eras, you can still tell how each stones were being placed unlike the totally being rebuild forbitten city of Beijing.",0.37744024,0.16063651,0.46192327
"I had high hopes for the citadel, being that I'm both a history and architecture lover, but I won't lie… I left disappointed.",0.12658265,0.62204444,0.2513729
"The walls surrounding the complex are impressive and you go in with that certain amount of trepidation and wonder, but once inside you discover a historical site that hasn't quite been looked after and newly restored buildings that lack that old world charm.",0.55884004,0.090608224,0.35055172
"The grounds are immense and it's worth noting that if you're not a fan of walking, its probably best to seek out the electric tour buses that can be found at the Hien Nhon Gate.",0.7959446,0.012688112,0.19136734
"We enjoy a good walk, so we decided to guide ourselves around by foot, which took around half a day.",0.94035774,0.003410962,0.056231327
"Getting a guide is probably worth your while so you can understand the history behind the palace, but if thats not your thing, there are many guide books that you can use to do your own self guided tour.",0.4332464,0.016345225,0.5504083
"A vast majority of the buildings were destroyed in the war, and some also to natural causes such as termites etc.",0.0055798353,0.8893868,0.10503347
so much of the complex is in ruins.,0.0073837307,0.91310483,0.07951143
"The biggest disappointment to me was that the gardens didn't seem to be up kept very well, water features were stagnant and dirty and there seemed to be a lot of rubbish and modern day rubble just lying around, probably from the construction workers reconstructing some of the buildings.",0.005246851,0.9283665,0.06638671
I expected more atmosphere which it just seemed to lack.,0.030393071,0.7107284,0.2588786
"It's nice to know they are doing what they can to rebuild some of the fallen buildings, but the new structures don't really have any history and you cannot recreate what once was if you're not going to combine that with the right atmosphere.",0.088210545,0.4213919,0.49039748
I feel the complex could really be a great place to visit if they brought more staff into the grounds to clean it up and tend to the gardens.,0.87583333,0.011632488,0.11253418
"Perhaps have people dressed in the clothes that were worn in that time, give people a real sense of what it was like in the 1800's when the emperor was in rule.",0.037603226,0.056678995,0.9057178
"The opera house could have traditional shows operating, even some restaurants within the grounds that serve local food and shops selling local artworks or handicrafts.",0.21113624,0.0053893966,0.7834743
It needs to come alive again and the spirit of the place needs to come back in order for tourists and visitors to feel how really special it is.,0.90749425,0.00635647,0.08614934
"It is worth a look at, but I hope there will be more improvements in the future to continue it's longevity as a major tourist attraction of Hue.",0.9476095,0.003629516,0.04876101
Allow several hours to walk through the Citadel.,0.083884,0.013035409,0.9030807
"It is true that most of the buildings have been destroyed, but the reconstruction is good.",0.07867871,0.54348266,0.37783864
Bring an umbrella to hide from the sun as there is little shade and much ground to cover.,0.13028601,0.101295106,0.76841885
Watch out for the ricks haw drivers as they Can NOT take you to the Citadel.,0.03181461,0.61298066,0.35520476
"I live in Beijing and there is no square of land in any major capital that has the history (ancient, magnificent and yet also horrible-I won't get into that since I live there but you know what I mean) than the Forbidden City but The Imperial City is still very impressive on its own.",0.51332295,0.2105705,0.27610657
Read the other reviews to get a more detailed description because I didn't take a tour.,0.056184243,0.22089784,0.7229179
Neither did I ride a motorbike.,0.041405186,0.34753,0.61106485
It was Tet Holiday and I wanted to rent a motorbike but be prepared here.,0.15929258,0.12541285,0.71529466
THEY DO NOT SPEAK ENGLISH!,0.014738591,0.8577184,0.12754291
"They do in HCMC, HANOI, HOI AN, not so much in DA NANG but they do not in HUE!",0.036044106,0.37917683,0.584779
The city is one big tourist scam.,0.011481513,0.90741056,0.08110795
They are aggressive in parting you with your money.,0.01121282,0.737877,0.25091016
"Stay firm, do not pay the prices they are asking as they are grossly inflated.",0.025848452,0.7022824,0.27186906
We didn't take a tour and I would suggests that you do.,0.07389163,0.2558285,0.67027986
We like to do everything ourselves but from Da Nang to Hue the train and the views the 2 and a half hour ride is worth it.,0.59861445,0.02572808,0.3756575
Now the train isn't splendid haha but the views are wonderful.,0.8760681,0.027758146,0.09617373
Now outside of the Citadel there will be cyclobikes.,0.088901065,0.01486226,0.8962367
Bargain hard or don't take one.,0.08550879,0.25952634,0.65496486
"They will ask 200,000 Dong, to take you from the train to the Citadel.",0.057501115,0.099256895,0.84324193
"The price should be 30-50,000 Dong.",0.057992205,0.08657027,0.8554376
"We paid 75,000 Dong for an hour ride from the train station to the Citadel and ride around the entire city.",0.07299434,0.17863347,0.74837214
That was cool!,0.97253585,0.0048189973,0.022645148
"However, near the end of the hour on minute 50, the driver wanted to finish so he could pick up another couple.",0.1283926,0.015823133,0.8557843
I told him he had 10 more minutes.,0.07789365,0.06764162,0.8544647
He said NO Finished.,0.046673365,0.34261748,0.61070913
"I said ok, but no money.",0.022530057,0.6549761,0.3224938
He said no.,0.04532793,0.23577525,0.7188968
I proceeded to walk out the bike and then he rode around for another 5 minutes.,0.057328247,0.017549688,0.925122
I didn't want to ruin my wonderful ride around the citadel so I just left and paid.,0.2317546,0.33512688,0.43311855
There is not much food in the complex and even though it wasn't terribly hot be prepared to sit in the shade and drink some iced coffee and pack a lunch.,0.08494513,0.1842622,0.7307927
I'd see it again if I ever return to Hue but I would most definitely get a private guide!,0.8061367,0.007671595,0.18619166
If you're in the area you must see this.,0.40698218,0.04172085,0.55129695
"Some of the buildings were destroyed during the war and used as target practice but what remains is still worth seeing, whats left of some buildings are around 300 years old (that our guide told us).",0.056977756,0.29059306,0.65242916
We had an english speaking tour guide which is a great idea so you can learn about what happened and what the buildings are otherwise you can walk around by yourself.,0.81339914,0.0076408163,0.17896001
Well worth going to see if you have the time.,0.93700945,0.0037457417,0.05924481
The citadel has an interesting history and the grounds are kept in lovely shape.,0.97773325,0.003915775,0.01835097
There are lots of flowers.,0.92148125,0.005386519,0.07313221
"The fortifications were wonderful when they were built, but fell to modern warfare.",0.20252526,0.4606132,0.3368615
They are in good condition and show the wounds from the wars fought here.,0.4764096,0.060970437,0.46262
"Restoration from the war is slow, but definitely worth a visit.",0.50398517,0.050066266,0.44594863
Walk all the way to the back for a full scope of what it must have been like.,0.095280245,0.08610774,0.8186121
The Imperial City was home to Nguyen dynasty emperors from 1802-1945.,0.047602884,0.019852126,0.9325449
This UNESCO site is vast but fascinating.,0.9483625,0.009210526,0.042426955
They do an excellent job of describing through pictures and other visuals the lives of the 13 emperors.,0.87655157,0.0063888934,0.117059544
This is so interesting.,0.9767163,0.003747033,0.019536637
I walked all around and spent about 3 hours.,0.10549048,0.02479478,0.86971474
I could have spent the day.,0.27633262,0.11202657,0.6116408
"It is authentic, and unruined.",0.58571565,0.022264125,0.3920202
You can visualize the emperors and their courts in the surroundings.,0.103611514,0.034672584,0.8617159
Most of the buildings in the citadel were destroyed during recent wars but there is still plenty to see and restoration work continues.,0.024989247,0.6219352,0.35307556
Exibits are well documented so its easy to do on your own.,0.50718796,0.021975292,0.47083676
Check times of performances in the theatre.,0.06307025,0.025160288,0.91176945
Relax and have coffee in the Pleasure Pavilion in the Emperor's Mothers complex.,0.55559134,0.0059563946,0.4384522
See the panoramic view from the top floor of the Emperor's reading pavilion.,0.21222526,0.004257941,0.78351676
Well you can't visit Hue without going to the Citadel.,0.066016965,0.11203981,0.82194316
It certainly added to my knowledge of Vietnamese history.,0.92810535,0.0036638007,0.06823078
The recently renovated sections are very beautiful.,0.9820641,0.0043273973,0.013608499
What we enjoyed most was the wonderful performance of court music at the theatre.,0.9884764,0.0020345498,0.009489114
Well worth the $5.,0.94577223,0.0062827826,0.04794499
"It is a very interesting place, unfortunately the war destroyed some parts of it luckily UNESCO has helped to restore it.",0.87859267,0.030165536,0.091241725
Two hours will be enough to walk around.,0.2579643,0.029600969,0.71243477
"My favorite place was the theater, very colorful and in good shape.",0.98886263,0.0028708875,0.008266454
Don't miss to watch the 10 minutes video to have a better understanding of the site.,0.62843573,0.005552811,0.3660114
It is totally worthy to visit even to make comparisons with the Forbidden City in Beijing.,0.90901345,0.004228279,0.086758226
Beautiful space with lots of green and buildings in various states of ruin/restoration.,0.8824323,0.02503344,0.09253427
Lots of flowers around for Têt.,0.76790357,0.0060623423,0.22603409
Really great to be among Vietnamese people enjoying their cultural heritage.,0.979884,0.0027903686,0.017325614
I would allow yourself at least 3-4 hours for this.,0.1434196,0.16645962,0.6901209
I would also recommend a guide to ensure you are seeing everyone and getting told important information.,0.50412035,0.01315318,0.48272645
Check the weather and dress appropriately - it is quite warm walking around - and wear good shoes.,0.67752886,0.020118123,0.30235305
"Also, pack food!!",0.5152184,0.03272293,0.45205867
There is only a vendor serving 2 minute noodles and snack food... We were very disappointed with this.,0.0071067354,0.90921414,0.083679125
"This is a very large area to explore, in many places bullet and war damage is still visible.",0.06450503,0.4761775,0.4593175
Some of the buildings need tlc.,0.074704014,0.27297488,0.6523211
"We visited the citadel on Tet, New Years day in Vietnam.",0.121718876,0.0053509725,0.8729302
"Lots of Vietnamese families were there, all dressed up and taking pictures of each other.",0.5566208,0.0151834255,0.42819574
"It is a nice Colourful place, but unfortunately a lot of it has been destroyed during the Vietnam war.",0.018735832,0.8434568,0.13780744
"It is worth a visit, but nothing like the forbidden city in Beijing.",0.44614187,0.0686775,0.48518062
"Yep this was a very interesting place to visit, destruction from the various wars notwithstanding.",0.91723,0.020365609,0.06240436
It is easily accessible and takes a while to wander about.,0.7924798,0.010098293,0.19742191
You can't exit from where you came in so the exit a long walk off to the side.,0.016084876,0.4243955,0.5595196
Funny!,0.8661844,0.017629562,0.11618598
!,0.6894295,0.038151965,0.27241853
free admission (bonus!),0.8349243,0.0056415196,0.15943421
and seeing many Vietnamese families enjoying their history and culture was great.,0.97270083,0.0033192588,0.023979962
Quite the spectacular complex - much bigger that expected.,0.93548083,0.008694603,0.05582461
Being decorated for Tet also made the already impressive more so.,0.92820334,0.0051139547,0.06668276
Worth a visit while in Hue.,0.8967615,0.005010654,0.09822792
"Although much has been destroyed in many wars, there is much to see.",0.03225339,0.67995846,0.2877882
Allow 3 to 4 hours to walk around all of the site - there are a few English scripts around detailing what you are looking at and the importance.,0.14999112,0.007872744,0.84213614
"Best to go anti-clockwise around the site, rather than follow the flow.",0.05615971,0.12430538,0.81953496
"Of course it's worth a visit , Hue the imperial capital !",0.8834283,0.0080010835,0.10857069
The area of the citadel is enormous as we know from walking around half the perimeter looking for the entrance .,0.37156478,0.018475296,0.6099599
Make sure you come in the main entrance .,0.083038904,0.01655135,0.90040964
"Some of the buildings have been restored to their former glory ,but most of it was bombed to ruins during the Tet offensive in 1968.",0.01920009,0.6053822,0.37541768
The history of the imperial family is shown with photos from the past in one building .,0.07109208,0.012574047,0.9163338
"But walking around the remains it is hard to imagine how the whole place worked , would have liked more exhibits and models of the palace in former times .",0.024751402,0.5666071,0.40864152
"Realising the tourist potential , the authorities have begun a programme of renovation .",0.5210468,0.0067554265,0.4721978
In some ways it will obliterate the history of the place but can understand why it will attract future tourists.when we visited the main entrance area is under construction and renovation .,0.09258819,0.34783623,0.55957556
If you are going to be in Hue you will see the Imperial City.,0.19269161,0.011555821,0.79575264
Don't spend more than 1 1/2 hours there.,0.04827655,0.44287512,0.5088483
"It is nice and there are nice remnants of days gone by, unfortunately with some really nice items pocked by bullet holes.",0.6067144,0.16272569,0.23055993
It is impressive.,0.9411771,0.008647404,0.050175495
"Firstly, I cannot understand the comments regarding overcharging/short changing etc.",0.006992713,0.84922016,0.14378713
The entrance fees are clearly marked and surely even the simplest person can check that they have been given the correct change.,0.20192443,0.03254008,0.7655354
"We were greeted at the desk with a very cheery 'happy new year"" .",0.9842695,0.0022233205,0.013507144
"Pleasantries were exchanged, as were tickets and money.",0.051808424,0.052191496,0.8960001
The greetings continued as we passed through the ticket check.,0.48385295,0.00648121,0.5096659
The citadel itself is OK.,0.64543563,0.016185261,0.3383791
Still suffering from the ravages of the American desecration.,0.0054758172,0.92083025,0.07369389
"No doubt this will be sorted out in due course and there is evidence that at least some of the very reasonable 105,000 VND admission fee is being directed towards restoration.",0.38056976,0.04851435,0.57091594
The Citadel is where the emperors and their hundreds of wives lived.,0.06665811,0.052965723,0.88037616
Nice set up!,0.9619163,0.00639798,0.03168568
The French influence is much in evidence - think of a Vietnamese Versailles.,0.07979447,0.052332126,0.8678734
"It's partially reconstructed, so there is an evocative blend of faded ruins and brilliant red lacquer and gold renovations.",0.3163421,0.0322221,0.65143585
Take a buggy round and get a guided tour allow a full day.,0.09320235,0.033830814,0.8729668
Take water with you because shops inside.Get lunch in the bus station $3,0.14720398,0.018831544,0.8339645
"We have seen a LOT of historical places around Hue, and this was the last one on a very busy day so I might not be fair in My judgement.",0.08482835,0.24758814,0.6675835
The surroundings outside the citadell was more interesting.,0.83987,0.005740348,0.1543897
"Fantastic flowermarket, nice wooden sculpturessculptures to purchase.",0.9818939,0.0041202614,0.013985836
"Tired feet, so we took a taxibike and looked at the streetlife for a while, that was a nice experiance.",0.89470583,0.012357223,0.092936955
I have spent 2 days in Hue.,0.0520338,0.023916665,0.9240495
"It is definitely worth organising a guide for the Citadel, there is not much information otherwise.",0.52400285,0.026337275,0.44965982
"I have also visited 2 tombs, a Pagoda and the old arena (tiny but lovely) with my moped driver Vui – worked out perfectly well and comparing it to the prices further South it was also much cheaper (But do haggle!!",0.921884,0.005011374,0.07310463
Felt safe as a single girl and his English is ok too - mobile 0945288097).,0.81363046,0.0076333415,0.1787362
"I can´t remember the names of the 2 main tombs, however they are ""same same"" and it is much better just to visit one of them and then maybe the newer one that is all dark outside/Gothic style with the stunning mosaic interior.",0.6823003,0.029903743,0.2877959
It also makes sense to time in well - do the tombs before lunch and the Citadel after to avoid tour buses.,0.22612354,0.024795182,0.74908125
The Vietnamese have an odd approach to 'preserving' ancient artefacts.,0.007990542,0.6652869,0.3267225
In many cases what they do is rebuild it.,0.10127901,0.11326304,0.78545797
This was the case at the Citadel.,0.046601113,0.025335697,0.92806315
Parts of it look really great until you realise that it is only a few years old.,0.6444159,0.09138724,0.26419684
That said you do get a feel for how majestic and immense the Emperors rule was.,0.5746659,0.04190573,0.38342836
Incredible to think that it only died out relatively recently.,0.055849418,0.7300801,0.21407048
Worth a visit and a look around,0.8656563,0.006081482,0.12826218
Definitely get to the Citadel and Imperial City - it was fascinating as well as gorgeous!,0.984003,0.0034578352,0.012539194
"We went through on a grey and drizzly day, and it was still amazing!",0.97769713,0.004029616,0.018273246
"Make sure your camera is charged, because the entire place is scenic and you'll take a ton of photos!",0.95518136,0.0032622523,0.04155643
"Plan on several hours, and just wander around reading the info cards and absorbing the sights.",0.23611084,0.0062850723,0.75760406
"Don't rush, just enjoy slowly.",0.777592,0.024063293,0.19834465
"Loved the history and the ruins, very interesting.",0.97604907,0.0052712522,0.018679712
Our guide through Travelmarvel was excellent.,0.98482716,0.0028402049,0.012332676
The citadel is still used today.,0.050430033,0.030718554,0.9188513
The citadel is the main attraction of Hue and is well worth a visit when in Hue.,0.9683294,0.0017211459,0.029949408
I thought it was very similar to the forbidden city in Beijing although much calmer and in a much better condition.,0.551991,0.028173856,0.4198352
"Although much if The Citadel is a ruin due to the war, it is one of Hues must sees along with a few of the major tombs outside the city.",0.03204312,0.5989757,0.36898112
It gives a perspective but much has been lost to bombs and destruction.,0.008407933,0.85696566,0.1346264
We left the citadel visit until last on a separate day as it was bigger and we didn't want to rush it.,0.16632919,0.041357458,0.79231334
It is quite spread out and overgrown though some buildings were still intact.,0.05855257,0.10406556,0.83738184
It was still nowhere near as impressive and beautiful as the tombs we saw on the perfume river trip.,0.25968727,0.38298172,0.357331
The citadel is also more expensive.,0.017090626,0.74379283,0.23911655
"If you have a short time in Hue i urge you to take a trip down the river to visit the tombs instead, they were amazing and all different in their own right.",0.9129099,0.0091386195,0.07795147
"We visited the citadel after visiting some of the Emperors' tombs and, by comparison, this was disappointing.",0.010537509,0.8251684,0.1642941
Much of the citadel is either in ruins or has been razed to the ground.,0.0072781895,0.8809698,0.111752
"Of course, some of the citadel has been restored & these parts are beautiful but it will take another 10-20 years to restore everything.",0.6052574,0.054915633,0.33982703
"The layout is like the Forbidden City in Beijing but the nowhere near as good, I'm afraid.",0.010540672,0.8896195,0.0998397
The tombs were a lot better,0.74584836,0.05321954,0.20093209
The Citadel is a main attraction in Hue.,0.75014627,0.005839106,0.2440146
Reminded us very much of the Forbidden City in Beijing.,0.13062848,0.024086766,0.8452848
Plan on spending an afternoon here.,0.13959382,0.006878267,0.8535279
Recommended.,0.3595417,0.04401579,0.59644246
i would definitely recommend having a tour guide as you walk around the citadel.,0.87012714,0.0043800515,0.12549274
We came as part of a group with Sinh Tourist and it was worth it.,0.891535,0.003690817,0.10477421
